"","K543R.bam","K544R.bam","K545L.bam","K546R.bam","V541L.bam","V542L.bam","V548L.bam","V550L.bam"
"ENSRNOG00000005082",568,840,607,749,691,691,841,975
"ENSRNOG00000005558",107,123,113,111,110,111,123,118
"ENSRNOG00000005565",0,0,0,0,0,0,0,0
"ENSRNOG00000005861",847,1122,988,880,863,591,686,765
"ENSRNOG00000006019",72,116,77,199,139,123,391,282
"ENSRNOG00000006025",486,623,489,659,578,473,762,1059
"ENSRNOG00000006470",180,208,157,198,143,150,157,96
"ENSRNOG00000035520",0,0,0,0,0,0,0,0
"ENSRNOG00000054878",0,0,0,0,0,0,0,0
"ENSRNOG00000055953",0,0,0,0,0,0,0,0
"ENSRNOG00000007324",299,282,175,180,263,290,244,251
"ENSRNOG00000058390",0,0,0,0,0,0,0,0
"ENSRNOG00000052996",0,0,0,0,0,0,0,0
"ENSRNOG00000045558",60,67,91,53,88,60,126,55
"ENSRNOG00000057672",3,4,7,1,1,0,0,0
"ENSRNOG00000035637",6,8,7,8,12,1,6,2
"ENSRNOG00000035509",38,25,30,36,27,16,15,8
"ENSRNOG00000007917",8,16,15,15,9,12,4,13
"ENSRNOG00000008193",1785,2417,1938,2543,1907,1968,2515,2919
"ENSRNOG00000034164",0,0,2,0,0,0,0,0
"ENSRNOG00000055163",0,0,0,0,0,0,0,0
"ENSRNOG00000061539",25,32,23,40,25,26,33,35
"ENSRNOG00000057054",9,25,21,8,5,28,19,17
"ENSRNOG00000040395",0,0,0,0,0,0,0,0
"ENSRNOG00000002314",2960,3472,3571,3809,3132,3125,3229,4011
"ENSRNOG00000048501",0,0,0,0,0,0,0,0
"ENSRNOG00000055317",249,425,340,373,325,294,338,309
"ENSRNOG00000053864",0,0,0,0,0,2,0,0
"ENSRNOG00000052005",0,0,0,0,0,0,0,0
"ENSRNOG00000022305",616,617,490,542,415,570,581,679
"ENSRNOG00000053230",524,678,544,619,866,766,964,972
"ENSRNOG00000057880",34,56,40,32,65,48,56,50
"ENSRNOG00000058007",130,128,77,42,127,127,155,102
"ENSRNOG00000052523",0,0,0,0,0,0,0,0
"ENSRNOG00000056248",2971,3515,3597,3866,3199,3166,3272,4054
"ENSRNOG00000060322",0,0,0,0,0,0,0,0
"ENSRNOG00000053079",275,348,266,310,344,255,310,280
"ENSRNOG00000052185",0,0,0,0,0,0,0,0
"ENSRNOG00000050873",0,0,0,0,0,2,0,0
"ENSRNOG00000056130",31,35,20,16,9,27,18,35
"ENSRNOG00000002912",935,1080,832,981,1029,940,1095,1199
"ENSRNOG00000061035",3,2,0,5,0,2,1,1
"ENSRNOG00000003151",749,1003,710,923,663,734,839,841
"ENSRNOG00000045696",122,136,151,164,148,121,139,144
"ENSRNOG00000003164",0,1,0,4,0,0,0,1
"ENSRNOG00000053206",242,299,286,357,281,302,255,341
"ENSRNOG00000060803",2,0,0,0,0,1,1,2
"ENSRNOG00000050441",558,643,539,524,409,531,627,780
"ENSRNOG00000057886",45,70,68,90,60,56,57,84
"ENSRNOG00000048247",1,1,0,1,1,0,0,0
"ENSRNOG00000057978",83,86,62,76,74,88,68,86
"ENSRNOG00000057152",27,30,23,17,14,27,22,27
"ENSRNOG00000040121",1,0,0,0,0,0,0,0
"ENSRNOG00000050955",1,0,0,0,0,0,0,0
"ENSRNOG00000048121",417,502,417,482,492,441,499,429
"ENSRNOG00000030214",0,0,0,0,1,0,0,0
"ENSRNOG00000032482",0,0,0,0,0,0,0,0
"ENSRNOG00000059756",2122,2377,2212,2001,1659,1490,1481,1575
"ENSRNOG00000003326",1838,2182,1846,2533,1971,1928,2435,2133
"ENSRNOG00000051382",1492,1817,1475,1585,1608,1356,1392,1520
"ENSRNOG00000002407",1723,1947,1596,1745,1342,1645,1969,2369
"ENSRNOG00000003285",254,319,218,196,254,264,249,384
"ENSRNOG00000041998",0,0,0,0,0,0,0,0
"ENSRNOG00000003198",1,3,1,0,4,6,4,10
"ENSRNOG00000015118",367,349,343,436,341,391,479,455
"ENSRNOG00000002294",335,389,322,309,222,271,325,366
"ENSRNOG00000021987",5,6,5,6,3,3,3,5
"ENSRNOG00000046271",9276,12289,9426,12158,10097,8829,11730,13238
"ENSRNOG00000032439",402,497,395,310,257,259,348,433
"ENSRNOG00000048608",1375,1749,1525,1753,1435,1389,1812,1621
"ENSRNOG00000061236",1121,1629,1272,1566,1320,1208,1492,1483
"ENSRNOG00000002420",1925,2394,1828,1947,2390,2258,2565,2756
"ENSRNOG00000054431",2,5,1,1,4,3,9,6
"ENSRNOG00000002452",1611,1885,1423,1577,1722,1717,1791,2202
"ENSRNOG00000059398",7,21,18,16,16,7,7,11
"ENSRNOG00000058739",376,449,399,378,363,362,453,335
"ENSRNOG00000002520",880,1074,926,1237,1152,1117,1606,1931
"ENSRNOG00000021902",63,60,52,48,64,39,45,63
"ENSRNOG00000002532",0,0,0,0,0,0,0,0
"ENSRNOG00000002539",0,0,0,0,0,0,0,0
"ENSRNOG00000002564",0,0,0,0,0,0,0,0
"ENSRNOG00000002566",2,2,2,4,6,3,8,3
"ENSRNOG00000002568",15,34,36,31,46,34,24,59
"ENSRNOG00000057378",498,554,420,452,467,566,692,779
"ENSRNOG00000048555",0,0,0,1,0,0,0,0
"ENSRNOG00000002635",123,154,113,177,147,147,150,175
"ENSRNOG00000002659",0,0,1,0,1,0,1,2
"ENSRNOG00000025545",4,9,7,14,19,7,8,7
"ENSRNOG00000002574",314,338,299,349,320,328,336,383
"ENSRNOG00000002571",0,0,0,1,0,0,0,0
"ENSRNOG00000002664",2,1,1,1,0,0,2,1
"ENSRNOG00000025522",122,142,91,132,122,122,175,153
"ENSRNOG00000032300",0,6,5,3,6,8,1,3
"ENSRNOG00000033942",1,2,2,6,2,3,2,1
"ENSRNOG00000056282",0,0,0,0,0,0,0,0
"ENSRNOG00000058369",0,0,0,0,0,0,0,0
"ENSRNOG00000002545",1132,1424,1253,1416,1262,1091,1289,1359
"ENSRNOG00000057329",33,37,62,42,66,52,51,47
"ENSRNOG00000025496",3489,4081,3360,3679,3565,3651,4277,4418
"ENSRNOG00000055413",0,0,0,0,0,0,0,0
"ENSRNOG00000002610",1534,2141,1764,1607,1896,1760,2046,2291
"ENSRNOG00000002615",977,1088,986,1092,1077,865,1014,1150
"ENSRNOG00000027087",364,442,355,401,407,377,384,349
"ENSRNOG00000002636",501,554,345,351,481,536,425,464
"ENSRNOG00000048064",0,0,0,0,0,1,2,0
"ENSRNOG00000002714",167,220,170,180,155,137,143,134
"ENSRNOG00000052752",0,0,0,0,0,0,0,0
"ENSRNOG00000002768",0,0,0,0,0,0,0,0
"ENSRNOG00000061461",0,0,0,0,0,0,0,0
"ENSRNOG00000053051",0,0,0,0,0,0,0,0
"ENSRNOG00000057836",0,0,0,0,0,0,0,0
"ENSRNOG00000050621",0,0,0,0,0,0,0,0
"ENSRNOG00000056334",0,0,0,0,0,0,0,0
"ENSRNOG00000052588",0,0,0,0,0,0,0,0
"ENSRNOG00000046888",0,0,0,0,0,0,0,0
"ENSRNOG00000056145",0,0,0,0,0,0,0,0
"ENSRNOG00000002827",22,13,10,20,7,14,14,10
"ENSRNOG00000045175",0,0,0,0,0,0,0,0
"ENSRNOG00000041962",0,0,0,0,0,0,0,0
"ENSRNOG00000002871",1638,2189,1778,1825,2067,1533,1793,1750
"ENSRNOG00000002876",88,105,102,137,85,84,96,117
"ENSRNOG00000002883",377,389,309,412,319,323,331,365
"ENSRNOG00000021796",0,0,0,2,0,1,0,0
"ENSRNOG00000047107",0,0,0,0,0,0,0,0
"ENSRNOG00000002895",98,159,193,166,145,142,129,124
"ENSRNOG00000002917",5,13,14,19,8,18,6,10
"ENSRNOG00000002930",861,924,829,796,927,901,1084,1147
"ENSRNOG00000003019",1665,1887,1601,2018,1725,1741,2004,1962
"ENSRNOG00000003065",2492,2870,2577,2853,2500,2571,3095,3294
"ENSRNOG00000003125",1765,1970,1674,2097,1828,1611,1745,1909
"ENSRNOG00000042344",261,305,277,321,264,259,288,418
"ENSRNOG00000003137",0,0,3,1,1,1,1,1
"ENSRNOG00000028075",48,38,45,58,32,43,21,50
"ENSRNOG00000003186",746,931,687,995,923,787,796,841
"ENSRNOG00000003224",101,127,87,114,95,109,92,136
"ENSRNOG00000003234",1665,1936,1793,1950,1639,1699,1928,1907
"ENSRNOG00000050512",0,0,4,1,4,0,0,0
"ENSRNOG00000028883",0,1,0,0,0,0,0,0
"ENSRNOG00000047978",0,0,0,0,0,0,0,0
"ENSRNOG00000046295",105,106,133,151,122,114,143,123
"ENSRNOG00000042579",1,8,0,0,2,0,4,0
"ENSRNOG00000053718",0,1,2,5,0,0,6,2
"ENSRNOG00000003328",819,974,858,1229,969,868,1020,815
"ENSRNOG00000003773",504,635,578,751,661,632,762,766
"ENSRNOG00000003794",484,731,569,724,688,605,667,626
"ENSRNOG00000003855",942,1114,918,1271,1105,1066,1185,1291
"ENSRNOG00000004146",576,604,536,559,517,498,515,355
"ENSRNOG00000004141",22,16,12,7,2,9,1,9
"ENSRNOG00000004608",212,250,247,262,245,232,216,204
"ENSRNOG00000004766",1659,2271,1657,1895,2109,2149,2460,2199
"ENSRNOG00000005227",475,536,451,420,253,284,392,179
"ENSRNOG00000005269",12,26,9,7,12,17,33,11
"ENSRNOG00000055362",0,0,0,0,0,0,0,0
"ENSRNOG00000043856",0,0,0,0,0,0,0,0
"ENSRNOG00000027368",394,427,386,490,374,353,443,388
"ENSRNOG00000054141",134,232,164,217,208,174,170,199
"ENSRNOG00000046980",87,104,125,81,56,83,90,71
"ENSRNOG00000049768",287,372,297,303,236,337,333,422
"ENSRNOG00000005330",827,1032,811,847,735,683,847,727
"ENSRNOG00000005418",1315,1554,1293,1529,1539,1295,1625,1567
"ENSRNOG00000006873",9,9,13,18,10,15,14,17
"ENSRNOG00000024445",732,890,734,1062,811,840,965,839
"ENSRNOG00000024210",3,6,4,3,5,1,1,2
"ENSRNOG00000007117",554,631,530,682,618,570,629,534
"ENSRNOG00000007268",45,59,33,69,48,44,49,42
"ENSRNOG00000007280",575,608,587,699,623,605,686,731
"ENSRNOG00000007576",85,83,90,61,34,60,72,91
"ENSRNOG00000007655",24,31,31,43,34,44,35,30
"ENSRNOG00000039773",1,0,0,0,0,0,0,0
"ENSRNOG00000007678",466,513,442,565,486,497,527,459
"ENSRNOG00000008134",0,0,4,0,0,0,0,0
"ENSRNOG00000048133",0,0,0,0,0,0,0,0
"ENSRNOG00000048615",0,0,0,0,0,0,0,0
"ENSRNOG00000047511",0,0,0,0,0,0,0,0
"ENSRNOG00000061166",0,0,0,0,0,0,0,0
"ENSRNOG00000050126",0,0,0,0,0,0,0,0
"ENSRNOG00000049716",0,0,0,0,0,0,0,0
"ENSRNOG00000047553",0,0,0,0,0,0,0,0
"ENSRNOG00000048685",0,0,0,0,0,0,0,0
"ENSRNOG00000046583",0,0,0,0,0,0,0,0
"ENSRNOG00000039761",0,0,0,0,0,0,0,0
"ENSRNOG00000047259",0,1,0,0,0,0,0,0
"ENSRNOG00000050820",0,0,0,0,0,0,0,0
"ENSRNOG00000046347",3,0,2,0,0,0,2,0
"ENSRNOG00000048460",0,0,0,0,0,0,0,0
"ENSRNOG00000049118",0,10,3,3,0,1,6,4
"ENSRNOG00000039760",1,1,0,0,2,0,1,0
"ENSRNOG00000045802",13,21,9,18,16,10,18,23
"ENSRNOG00000047727",5,0,1,0,1,2,4,3
"ENSRNOG00000049640",0,0,0,0,0,0,0,0
"ENSRNOG00000058408",2030,2282,2090,1824,1728,1313,1421,1469
"ENSRNOG00000030412",0,0,0,0,0,0,0,0
"ENSRNOG00000049114",0,0,0,0,0,0,0,0
"ENSRNOG00000050905",0,0,0,0,0,0,0,0
"ENSRNOG00000003401",106,145,111,171,137,125,140,108
"ENSRNOG00000021872",195,226,174,231,244,213,222,258
"ENSRNOG00000003455",11,2,5,3,6,15,8,4
"ENSRNOG00000021782",1,0,0,0,0,0,0,0
"ENSRNOG00000053313",0,0,0,0,0,0,0,0
"ENSRNOG00000056896",0,0,0,0,0,0,0,0
"ENSRNOG00000003457",164,188,210,245,229,204,219,242
"ENSRNOG00000003497",68,91,56,65,80,71,55,52
"ENSRNOG00000003542",525,670,470,651,543,581,565,655
"ENSRNOG00000003546",171,277,197,193,267,256,235,326
"ENSRNOG00000003648",24,24,21,15,30,14,11,7
"ENSRNOG00000003654",32,70,49,67,76,82,77,94
"ENSRNOG00000028231",3,1,3,6,2,1,1,2
"ENSRNOG00000003657",337,405,305,272,456,414,434,452
"ENSRNOG00000003721",167,165,170,165,158,142,185,188
"ENSRNOG00000004122",1,0,0,3,3,0,2,1
"ENSRNOG00000042258",63,80,94,104,68,115,101,80
"ENSRNOG00000004333",1134,1312,1145,1497,1171,1142,1294,1272
"ENSRNOG00000004461",50,43,47,50,53,68,42,26
"ENSRNOG00000058561",13596,15529,13810,14441,11655,11664,13140,13182
"ENSRNOG00000049077",271,268,268,252,244,231,201,179
"ENSRNOG00000004814",2185,2503,2114,2397,2373,2179,2396,2702
"ENSRNOG00000029279",0,0,0,0,0,0,0,0
"ENSRNOG00000033690",0,0,0,0,0,0,2,0
"ENSRNOG00000029223",0,4,1,2,0,0,5,5
"ENSRNOG00000047969",5,3,3,8,0,2,5,2
"ENSRNOG00000049151",0,0,0,0,0,0,0,0
"ENSRNOG00000058058",0,0,0,0,0,0,0,0
"ENSRNOG00000057127",2,0,2,3,0,0,0,0
"ENSRNOG00000033266",11,13,19,34,10,10,26,27
"ENSRNOG00000058236",0,1,0,0,0,0,0,0
"ENSRNOG00000039698",11,26,15,9,3,5,8,5
"ENSRNOG00000054243",0,0,0,0,0,0,0,0
"ENSRNOG00000005336",0,0,0,0,0,0,2,0
"ENSRNOG00000057186",477,641,561,602,573,557,563,608
"ENSRNOG00000006136",483,563,474,553,321,588,608,863
"ENSRNOG00000006460",259,370,267,393,249,231,353,197
"ENSRNOG00000006542",5804,6966,5587,6625,6284,6055,6431,6088
"ENSRNOG00000052204",268,328,294,408,230,310,360,322
"ENSRNOG00000006970",55,50,69,68,31,60,44,22
"ENSRNOG00000007436",248,265,207,181,320,300,363,313
"ENSRNOG00000052132",0,1,0,0,0,1,1,0
"ENSRNOG00000007483",369,396,336,190,637,572,777,898
"ENSRNOG00000039656",4,2,1,5,4,1,0,0
"ENSRNOG00000050057",2807,3170,2710,3275,2780,2837,3621,3766
"ENSRNOG00000053437",192,259,218,257,268,215,252,236
"ENSRNOG00000008703",2872,3620,2968,3445,3443,2965,3610,3555
"ENSRNOG00000008843",276,301,230,255,349,254,291,338
"ENSRNOG00000042352",16,15,24,24,32,42,19,24
"ENSRNOG00000009224",340,448,352,462,556,459,464,461
"ENSRNOG00000009536",689,912,681,788,1048,824,946,961
"ENSRNOG00000009667",383,458,418,489,522,496,451,533
"ENSRNOG00000009611",0,0,0,0,0,0,0,0
"ENSRNOG00000003195",695,694,495,584,703,758,726,531
"ENSRNOG00000003131",1110,1230,1020,1203,1221,1221,1318,1325
"ENSRNOG00000042086",413,452,346,378,425,343,390,328
"ENSRNOG00000057905",0,0,0,0,0,0,0,0
"ENSRNOG00000010771",3324,4128,4106,4032,1921,2090,2307,1954
"ENSRNOG00000041621",0,0,0,0,0,0,0,0
"ENSRNOG00000011375",1490,1549,1328,1538,1411,1502,1706,1575
"ENSRNOG00000012213",60,59,45,74,58,48,47,40
"ENSRNOG00000002997",70,98,65,75,73,73,76,93
"ENSRNOG00000012390",14,5,4,10,16,6,14,8
"ENSRNOG00000012434",1873,1951,1696,2088,1867,1826,1996,1884
"ENSRNOG00000012620",4,6,11,6,10,8,7,3
"ENSRNOG00000013370",229,274,230,296,292,286,309,215
"ENSRNOG00000025117",2,0,2,1,3,3,0,3
"ENSRNOG00000013429",702,700,608,761,788,652,675,853
"ENSRNOG00000014127",6,10,11,7,13,9,4,11
"ENSRNOG00000053534",3,5,3,3,4,3,2,4
"ENSRNOG00000014179",15571,19814,15314,19568,17298,15511,18514,16140
"ENSRNOG00000059404",13,24,20,18,25,18,10,13
"ENSRNOG00000014568",620,688,573,633,770,727,675,796
"ENSRNOG00000014641",11,17,13,3,11,8,5,12
"ENSRNOG00000055314",246,290,229,278,299,271,294,271
"ENSRNOG00000014672",53,53,30,53,56,57,36,29
"ENSRNOG00000058984",0,0,0,0,0,0,0,0
"ENSRNOG00000014711",96,97,82,78,77,46,86,37
"ENSRNOG00000014727",448,534,510,580,580,497,496,616
"ENSRNOG00000014743",520,697,427,587,578,590,590,738
"ENSRNOG00000015061",0,6,3,1,3,5,6,14
"ENSRNOG00000015090",396,461,376,402,459,434,501,614
"ENSRNOG00000015300",943,1074,1050,1032,909,910,1004,977
"ENSRNOG00000024867",494,435,488,585,403,348,417,387
"ENSRNOG00000015479",461,482,434,549,579,540,488,716
"ENSRNOG00000015749",607,685,582,663,710,719,623,861
"ENSRNOG00000033568",3055,3208,3002,3581,2630,2836,2949,2791
"ENSRNOG00000024661",1449,1754,1455,1518,2160,1914,2251,2691
"ENSRNOG00000024635",522,572,541,498,348,434,484,499
"ENSRNOG00000016545",584,549,524,685,674,649,641,592
"ENSRNOG00000016494",9,7,16,13,10,13,18,11
"ENSRNOG00000016774",273,341,238,372,350,332,361,328
"ENSRNOG00000060934",0,0,0,0,0,0,0,0
"ENSRNOG00000016976",637,708,650,862,623,630,692,588
"ENSRNOG00000030541",2,3,2,3,13,14,16,8
"ENSRNOG00000017586",0,0,0,2,0,0,0,0
"ENSRNOG00000029415",225,268,210,227,264,201,212,246
"ENSRNOG00000054605",127,184,129,118,88,118,112,111
"ENSRNOG00000024455",1428,1826,1629,1875,1364,1300,1452,1403
"ENSRNOG00000017858",146,197,138,214,217,197,152,150
"ENSRNOG00000017893",5266,7472,6219,7329,4503,5412,4568,3600
"ENSRNOG00000047763",0,0,0,0,0,0,0,0
"ENSRNOG00000017907",1195,1514,1206,1276,1359,1233,1415,1619
"ENSRNOG00000018466",0,0,0,0,0,0,0,0
"ENSRNOG00000053152",0,0,0,0,0,0,0,0
"ENSRNOG00000058976",0,0,0,0,0,0,0,0
"ENSRNOG00000039405",0,0,0,0,0,0,0,0
"ENSRNOG00000028926",0,0,0,0,0,0,0,0
"ENSRNOG00000024181",2,0,0,0,0,0,0,0
"ENSRNOG00000018611",4,0,0,0,0,1,1,1
"ENSRNOG00000018701",20,13,14,14,24,12,17,15
"ENSRNOG00000033893",3640,3989,2842,3445,3439,3697,4140,3697
"ENSRNOG00000054105",3,0,0,2,2,0,2,0
"ENSRNOG00000018792",13,11,2,8,15,6,10,3
"ENSRNOG00000018834",5,8,14,10,16,12,20,17
"ENSRNOG00000018841",0,0,0,0,0,1,0,0
"ENSRNOG00000000230",289,347,244,350,300,272,305,360
"ENSRNOG00000045537",0,0,0,0,0,0,0,0
"ENSRNOG00000056131",6,18,6,4,8,6,5,3
"ENSRNOG00000039350",4,1,1,0,3,2,2,1
"ENSRNOG00000019174",431,483,300,343,497,382,589,561
"ENSRNOG00000023639",492,561,584,724,635,639,609,654
"ENSRNOG00000039339",836,1267,1114,1507,996,804,1017,1031
"ENSRNOG00000019445",564,641,681,760,428,462,486,396
"ENSRNOG00000019522",542,689,475,725,572,583,613,662
"ENSRNOG00000019612",70,114,76,97,93,62,71,61
"ENSRNOG00000022331",3,8,2,5,3,6,8,7
"ENSRNOG00000019684",1,5,0,2,0,1,2,0
"ENSRNOG00000019692",6,9,3,7,5,6,10,5
"ENSRNOG00000054877",14,11,11,10,5,10,3,11
"ENSRNOG00000022248",874,1107,956,1128,811,943,1101,1064
"ENSRNOG00000019713",397,496,428,528,426,416,404,419
"ENSRNOG00000019729",101,121,114,96,122,103,107,67
"ENSRNOG00000019798",1154,1269,1086,1183,1218,1132,1188,1198
"ENSRNOG00000047205",0,0,0,0,0,0,0,0
"ENSRNOG00000019921",76,102,79,95,95,72,85,54
"ENSRNOG00000019930",1343,1537,1487,1726,1566,1290,1396,1467
"ENSRNOG00000020006",1209,1327,1040,1064,1286,1077,1334,1454
"ENSRNOG00000020029",37,55,31,56,58,53,55,57
"ENSRNOG00000021615",336,401,366,404,333,261,371,422
"ENSRNOG00000021578",54,57,49,96,70,45,38,34
"ENSRNOG00000020067",401,543,412,523,385,441,433,400
"ENSRNOG00000020140",1121,1265,991,1250,1023,1090,1121,1333
"ENSRNOG00000039279",3,1,7,0,0,3,1,0
"ENSRNOG00000020212",6,0,4,1,3,0,1,3
"ENSRNOG00000020239",516,602,439,658,532,524,518,523
"ENSRNOG00000042216",1,8,5,9,3,3,6,10
"ENSRNOG00000032152",804,1002,820,1231,1166,1159,1086,1003
"ENSRNOG00000053760",0,2,0,1,0,2,0,0
"ENSRNOG00000050424",598,661,560,632,681,727,698,563
"ENSRNOG00000020374",1211,1312,1031,1433,1205,1223,1284,1467
"ENSRNOG00000042720",470,498,406,435,491,429,532,482
"ENSRNOG00000054649",0,0,0,0,0,0,0,0
"ENSRNOG00000020488",1214,1556,1317,1566,1309,1270,1420,1103
"ENSRNOG00000045989",5,4,5,3,2,7,1,0
"ENSRNOG00000047321",0,1,0,0,0,0,0,0
"ENSRNOG00000028114",0,0,0,0,0,0,0,0
"ENSRNOG00000029886",0,0,0,0,1,0,0,0
"ENSRNOG00000020536",0,0,0,0,0,0,0,0
"ENSRNOG00000049764",0,0,0,0,0,0,0,0
"ENSRNOG00000020541",395,453,385,509,419,403,501,465
"ENSRNOG00000020571",150,227,174,171,139,151,165,131
"ENSRNOG00000020594",88,125,109,100,126,111,128,63
"ENSRNOG00000020626",193,225,191,236,219,206,193,236
"ENSRNOG00000020630",258,295,206,259,193,366,188,451
"ENSRNOG00000054307",0,0,0,0,0,0,0,0
"ENSRNOG00000051654",0,0,0,0,0,0,0,0
"ENSRNOG00000054167",0,1,0,0,0,0,0,0
"ENSRNOG00000020644",3548,4493,3191,3582,3939,3801,3803,2879
"ENSRNOG00000027852",0,0,0,0,0,0,0,0
"ENSRNOG00000033169",1029,1109,1075,878,528,769,841,1043
"ENSRNOG00000054610",0,0,0,0,0,1,0,0
"ENSRNOG00000053667",0,0,0,0,0,0,0,0
"ENSRNOG00000058625",0,0,0,0,0,0,0,0
"ENSRNOG00000020717",268,356,305,358,340,330,328,315
"ENSRNOG00000058480",0,0,0,0,0,0,0,0
"ENSRNOG00000051385",0,0,0,0,0,0,0,0
"ENSRNOG00000060453",0,0,0,0,0,0,0,0
"ENSRNOG00000020729",0,0,0,0,0,1,1,0
"ENSRNOG00000020747",0,0,0,0,0,0,0,0
"ENSRNOG00000020753",273,381,202,282,332,328,385,428
"ENSRNOG00000020769",2645,2837,2525,2826,1045,1266,1914,935
"ENSRNOG00000003269",986,1206,976,1031,1138,1023,980,1023
"ENSRNOG00000003508",2426,2914,2299,2682,2150,2256,2456,2552
"ENSRNOG00000053789",0,0,0,0,0,0,0,0
"ENSRNOG00000003977",261,399,567,529,365,278,481,611
"ENSRNOG00000027606",183,208,117,106,181,220,321,327
"ENSRNOG00000004063",20,23,26,22,10,35,25,20
"ENSRNOG00000004137",1059,1587,903,1182,1582,1739,1401,2027
"ENSRNOG00000004142",3,2,2,7,11,1,1,4
"ENSRNOG00000004217",70,66,67,99,95,130,149,190
"ENSRNOG00000004395",1375,1640,1353,1626,1539,1617,1837,1915
"ENSRNOG00000027196",1,2,10,7,3,0,5,6
"ENSRNOG00000048389",4,9,7,18,17,14,6,6
"ENSRNOG00000004616",11769,14692,11862,15658,13583,12009,16196,13817
"ENSRNOG00000034498",0,0,0,0,0,0,0,0
"ENSRNOG00000004976",0,0,4,0,0,0,0,0
"ENSRNOG00000005042",183,240,194,186,228,160,193,182
"ENSRNOG00000032417",15,21,9,5,7,12,9,0
"ENSRNOG00000058259",1,0,0,0,0,0,0,0
"ENSRNOG00000005365",1657,1756,1727,1960,1502,1272,1730,432
"ENSRNOG00000029706",0,2,3,3,0,0,1,2
"ENSRNOG00000005465",1,0,0,0,0,0,0,0
"ENSRNOG00000005620",191,222,173,171,149,162,184,258
"ENSRNOG00000006293",0,0,0,0,0,0,0,0
"ENSRNOG00000032329",1,3,0,1,3,1,2,1
"ENSRNOG00000006932",43,46,43,38,38,67,63,114
"ENSRNOG00000047694",0,0,0,0,0,0,0,0
"ENSRNOG00000007292",360,409,278,208,449,391,530,631
"ENSRNOG00000057969",0,0,0,0,0,0,0,0
"ENSRNOG00000059399",0,0,0,0,0,0,0,0
"ENSRNOG00000030106",1,7,2,3,6,4,2,1
"ENSRNOG00000052816",0,0,0,0,0,0,0,0
"ENSRNOG00000007377",16,16,14,13,38,17,39,22
"ENSRNOG00000035481",0,0,0,0,0,0,0,0
"ENSRNOG00000059829",0,0,0,0,0,0,0,0
"ENSRNOG00000007419",3322,4406,3254,3501,2352,2900,3461,4430
"ENSRNOG00000035503",0,0,0,0,0,0,0,0
"ENSRNOG00000015303",0,0,0,0,0,0,0,0
"ENSRNOG00000007739",1073,1362,1040,1319,1318,1192,1376,1479
"ENSRNOG00000008065",838,845,616,791,850,866,999,959
"ENSRNOG00000027341",515,565,471,519,559,615,409,158
"ENSRNOG00000054997",0,0,0,0,0,0,0,0
"ENSRNOG00000048281",0,0,0,0,0,0,0,0
"ENSRNOG00000058556",0,0,0,0,0,0,0,0
"ENSRNOG00000028845",42,53,29,31,65,37,76,49
"ENSRNOG00000055712",0,0,0,0,0,0,0,0
"ENSRNOG00000059751",2,0,0,0,0,0,0,0
"ENSRNOG00000056357",0,0,0,0,0,0,0,0
"ENSRNOG00000003177",619,721,669,766,521,428,590,714
"ENSRNOG00000059894",929,1096,825,385,1501,1225,1805,1988
"ENSRNOG00000060914",475,628,554,635,670,650,695,734
"ENSRNOG00000061173",0,1,0,0,0,1,0,0
"ENSRNOG00000003256",5885,7324,4891,6944,6015,5070,6492,5844
"ENSRNOG00000052059",0,0,0,0,0,0,0,0
"ENSRNOG00000058347",0,0,0,0,0,0,0,0
"ENSRNOG00000003241",22,22,24,14,43,20,15,22
"ENSRNOG00000044838",0,0,0,0,0,0,0,0
"ENSRNOG00000003512",23,21,35,27,14,13,12,14
"ENSRNOG00000055335",0,0,0,0,0,0,0,0
"ENSRNOG00000003569",0,0,0,0,0,0,0,0
"ENSRNOG00000003680",49,64,86,88,16,20,17,38
"ENSRNOG00000053479",47,26,25,86,43,18,25,23
"ENSRNOG00000054927",0,0,0,0,0,0,0,0
"ENSRNOG00000003781",6,6,4,10,7,2,12,13
"ENSRNOG00000055125",0,0,0,0,0,0,0,0
"ENSRNOG00000060944",0,0,0,0,0,0,0,0
"ENSRNOG00000035466",1,0,0,1,0,0,0,0
"ENSRNOG00000003802",283,389,270,121,624,486,573,640
"ENSRNOG00000003822",1298,1542,1265,1543,1386,1324,1397,1365
"ENSRNOG00000003870",0,0,0,2,0,0,0,0
"ENSRNOG00000056168",0,0,0,0,0,0,0,0
"ENSRNOG00000003893",9,18,15,15,27,18,26,25
"ENSRNOG00000058208",0,0,0,0,0,0,0,0
"ENSRNOG00000003902",0,0,0,0,0,0,0,0
"ENSRNOG00000042335",0,0,0,0,0,0,1,0
"ENSRNOG00000003936",725,744,612,896,903,730,873,1069
"ENSRNOG00000003980",610,821,661,767,843,704,800,1090
"ENSRNOG00000060087",5,1,2,0,0,3,7,1
"ENSRNOG00000060998",3,1,0,4,5,1,5,3
"ENSRNOG00000053532",0,0,0,0,0,0,0,0
"ENSRNOG00000057519",0,0,0,0,0,0,0,0
"ENSRNOG00000058024",0,0,0,0,0,0,0,0
"ENSRNOG00000004380",0,2,0,0,0,0,0,0
"ENSRNOG00000004477",926,1059,807,915,862,755,810,850
"ENSRNOG00000004602",1698,2053,1886,1997,2137,2305,2523,2352
"ENSRNOG00000051759",0,0,0,0,0,0,0,0
"ENSRNOG00000052198",0,0,0,0,0,0,0,0
